88, 17, 62.96296310424805
88, 16, 56.31532859802246
132, 22, 55.65633773803711
178, 10, 36.84774398803711
114, 22, 35.071805238723755
5, 18, 32.9971809387207
72, 26, 32.47944259643555
24, 4, 32.39436721801758
144, 11, 32.04768466949463
72, 24, 29.753860473632812
169, 21, 28.9510498046875
9, 21, 28.506969451904297
101, 17, 28.074172973632812
72, 29, 27.40740966796875
140, 28, 26.987348556518555
9, 13, 26.115615844726562
24, 20, 25.805155038833618
115, 11, 24.731182098388672
79, 20, 24.439102172851562
183, 22, 24.42542266845703
5, 2, 23.958332061767578
77, 6, 23.884727478027344
79, 19, 23.826831817626953
101, 11, 23.0
13, 24, 22.289155960083008
173, 26, 22.199073791503906
9, 0, 21.836734771728516
5, 20, 21.722183227539062
47, 31, 21.632652282714844
9, 20, 21.439830780029297
155, 21, 20.629745483398438
3, 28, 20.218578338623047
101, 10, 20.13793182373047
178, 9, 20.068134307861328
5, 21, 19.376453399658203
72, 28, 19.26715087890625
117, 26, 18.949275970458984
5, 16, 18.75490951538086
163, 0, 18.338014602661133
147, 31, 18.281631469726562
147, 17, 18.214336395263672
86, 26, 18.170955657958984
5, 3, 17.791175842285156
183, 12, 17.67128562927246
13, 11, 17.3445987701416
65, 24, 17.32898712158203
88, 29, 17.324562072753906
18, 12, 16.89291000366211
73, 1, 16.532474517822266
101, 19, 16.16417694091797
